,x,y,word,label
Cener,-48.018288,-13.365988,Cener,1
(pvul,-43.372894,-11.202722,(pvul,1
lkel,18.345287,-26.902868,lkel,0
gnn,40.06803,-9.275868,gnn,2
geg,33.84233,-11.639658,geg,3
ener,36.231068,-23.71667,ener,3
pplcble,3.8167086,11.796052,pplcble,0
Se),-38.1513,-8.0578575,Se),1
Unx-lke,4.517477,-50.16413,Unx-lke,3
prucg,36.90044,-1.2385848,prucg,2
Cfgur,-47.476177,-8.881339,Cfgur,1
urng,38.19836,-13.511158,urng,3
OFF-TOPC,-30.055178,-49.113884,OFF-TOPC,0
lfe,33.207466,4.100701,lfe,3
enp,-48.50768,-19.893917,enp,1
Mg,-32.457806,-5.6750183,Mg,1
bulr,31.74922,-12.814067,bulr,3
Mrch,-36.015175,-37.534576,Mrch,0
SSH,3.127313,-15.661882,SSH,2
[],15.422118,-25.270071,[],0
chln,41.622253,-22.448692,chln,3
Sun,-44.395477,-11.23568,Sun,1
Lg,-31.586042,4.1396327,Lg,1
qurg,18.274649,-15.376465,qurg,2
DNS,-42.143066,2.1223817,DNS,1
Ter,-42.35899,9.06961,Ter,1
(prunce,-24.40944,-11.658617,(prunce,2
pplc',28.918283,-8.577977,pplc',2
rncl,-8.658099,-38.149464,rncl,1
en-rn,-24.418644,-11.607031,en-rn,1
quck,14.521134,-9.394778,quck,2
"prg,",3.165642,-21.451256,"prg,",2
pch,40.66341,-11.604202,pch,3
"lk,",17.116766,-8.978037,"lk,",2
fle),16.77743,-20.100395,fle),3
gue,21.245062,3.643883,gue,2
Cun,-49.344215,-0.3328125,Cun,1
lh,21.233152,-14.593014,lh,2
lunch,10.2624035,-11.344447,lunch,1
cenr,21.314005,-3.5050945,cenr,2
nlzer,6.319009,-25.31722,nlzer,2
TYPO,-16.826857,-9.463604,TYPO,2
Repg,-50.280613,-14.360884,Repg,1
gurnee,44.656616,-16.622496,gurnee,3
Pble,-26.793354,-3.1951344,Pble,2
excl,41.083225,-23.36694,excl,3
UK,-43.930458,-33.56784,UK,4
cfgurble,-5.6428137,-14.664272,cfgurble,1
"Su,",-48.45745,5.8492265,"Su,",1
pluggble,8.562345,-17.97132,pluggble,4
Mch,-42.302784,-29.999786,Mch,1
blen,45.764038,-19.387804,blen,3
exrcg,49.84571,-8.294681,exrcg,2
Tpc,25.254225,-4.084115,Tpc,2
"prcl,",2.938355,-14.229357,"prcl,",2
ggge,39.05658,-13.767707,ggge,3
plbck,10.155336,-9.531152,plbck,2
cevg,26.876451,-5.343145,cevg,3
"nc,",-5.7736382,-9.449269,"nc,",2
Mr,-16.843575,-0.0660262,Mr,2
exeng,-15.602506,-16.44287,exeng,2
xu,44.763203,-15.964684,xu,3
Mee,-15.057846,-8.7500105,Mee,4
enfc,33.290806,-8.751886,enfc,2
"ec,",33.10545,-4.4468946,"ec,",2
Aprl,-35.78254,-37.189053,Aprl,0
"rr,",41.652054,-12.680282,"rr,",3
"vl,",23.751131,-2.0734982,"vl,",2
"ne,",18.153393,-24.829632,"ne,",0
ccele,-0.23418058,-11.386587,ccele,2
ClFu,-16.996965,-12.678195,ClFu,2
rfcl,2.176788,-10.585454,rfcl,2
unf,32.137314,-18.289297,unf,3
hen,40.878956,-23.758286,hen,3
vu,14.0997925,-9.519998,vu,2
fcg,-47.97541,6.8146996,fcg,2
flec,-1.7670277,-22.759117,flec,2
YuTu,-48.081036,-20.001131,YuTu,1
Mrkwn,-8.242375,-0.978576,Mrkwn,2
"H,",29.422478,-1.575829,"H,",2
Fluer,15.464197,-26.939264,Fluer,0
"funcl,",-28.432749,-5.060421,"funcl,",2
ncc,46.47707,-8.005978,ncc,3
eph,-2.7485702,0.50106823,eph,2
Kfk,-28.015661,-20.467405,Kfk,1
exr,22.043192,-7.806573,exr,2
CSV,15.842753,-20.739964,CSV,2
nclue,0.55252725,14.879391,nclue,2
bxe,30.810816,-24.573547,bxe,3
Megg,-47.520954,-21.610035,Megg,1
cune,33.5144,-0.1729442,cune,2
feel,16.605614,-13.956801,feel,4
plnng,-45.76758,-5.3960176,plnng,1
(whch,44.426147,-0.73350835,(whch,2
Augu,-35.882313,-37.15568,Augu,0
"cence,",52.40627,-16.938574,"cence,",3
cprg,33.9229,-11.758724,cprg,2
unrl,33.285923,-0.2864781,unrl,2
buee,-8.371953,-41.98616,buee,1
WebSp,-52.115036,-13.375451,WebSp,1
"Nej,",-27.465551,-14.594538,"Nej,",1
Sen,-6.5089045,-8.145661,Sen,2
Tuch,-43.23583,-31.238619,Tuch,1
penl,26.098139,6.050108,penl,2
bb,34.351646,-2.3430529,bb,2
fech,33.000496,-14.525916,fech,2
Prg,-34.763077,-2.6946852,Prg,1
Sfr,-43.81898,-25.222271,Sfr,1
Vuej,-15.635009,-20.371593,Vuej,4
Pence,-49.945168,1.3462075,Pence,2
cuz,-11.01977,-13.424431,cuz,2
"MSQL,",-59.71763,-7.9691906,"MSQL,",1
pefe,34.613712,-13.75357,pefe,3
(wh,-8.383321,-7.2521443,(wh,2
"G,",-28.05296,-12.790967,"G,",2
cuncg,3.3443496,-17.08725,cuncg,2
rnfg,50.008465,-8.801863,rnfg,2
xl,16.316841,-20.259714,xl,2
UR,44.012512,-8.895673,UR,3
GCC,-4.212475,-33.21115,GCC,2
pfer,5.127306,18.880966,pfer,0
rpl,-17.904676,-23.840366,rpl,4
brn,-36.262,-26.432589,brn,1
VCL,-11.860037,13.256756,VCL,2
"ck,",30.682503,-5.5810556,"ck,",2
ulzg,-9.268108,-13.269985,ulzg,2
"cpug,",2.324469,-10.377718,"cpug,",2
WCF,-39.28574,2.0054822,WCF,1
elege,32.92187,-15.917262,elege,3
hppen,49.618538,-4.012166,hppen,0
hzl,38.604332,-20.973408,hzl,3
up,30.65346,14.265243,up,3
Perfnce,-44.63495,-9.861201,Perfnce,1
Pen,-51.915695,-8.042028,Pen,1
Unlke,35.971912,-13.552431,Unlke,2
Relee,-36.912556,-36.160465,Relee,1
nchrze,9.142108,-3.5871613,nchrze,2
cf,33.339413,2.1501937,cf,2
"pen,",26.719648,-17.69591,"pen,",2
ngh,-43.475033,-5.7853885,ngh,1
ehg,17.937471,-14.79809,ehg,2
"cer,",7.546596,-9.121682,"cer,",2
FOR,-28.89405,-48.31511,FOR,0
AX,-53.76026,-9.094157,AX,1
erperbl,-18.767824,-2.8124044,erperbl,2
"cpler,",-0.8370416,-29.496956,"cpler,",2
Rer,-5.1162553,15.171482,Rer,2
Pcl,-1.5230383,-30.845327,Pcl,2
"R,",-27.52275,-13.932895,"R,",2
"flexble,",-20.380333,-28.39626,"flexble,",1
gulp,15.027751,-13.244334,gulp,2
Sl,-20.30055,-14.471316,Sl,2
Reque,-22.65993,-5.2785163,Reque,2
cker,18.858202,-13.627786,cker,2
cqu,-35.22482,-26.641506,cqu,1
chrcerc,29.919493,-15.960706,chrcerc,3
en--en,-8.943123,-13.900564,en--en,1
ffenl,44.74271,-13.50492,ffenl,3
Depenenc,-36.799545,-17.083433,Depenenc,1
Ju,-1.789901,16.23207,Ju,2
cnv,25.446934,-34.41016,cnv,2
ubjec,45.323788,-6.5667944,ubjec,3
"F,",-45.927116,13.159128,"F,",1
pckgg,-22.357592,26.59393,pckgg,1
url,6.6539464,-8.982734,url,2
"x,",13.949397,12.879436,"x,",2
"hgh-perfnce,",-15.702886,-12.16059,"hgh-perfnce,",2
Avlble,-43.664272,-33.364864,Avlble,2
crvce,-20.098263,-25.486412,crvce,1
lunc,-37.69128,-32.301605,lunc,1
elecg,37.399014,-20.5035,elecg,3
peg,29.081495,3.5036244,peg,3
Grl,-19.03699,-21.16008,Grl,4
Xr,-40.718216,-14.254274,Xr,1
Aw,15.741387,-9.434986,Aw,2
"pble,",-10.520438,3.4232984,"pble,",2
lgh-gh,-17.677105,-12.193379,lgh-gh,1
RDBMS,-59.574684,-7.0520306,RDBMS,1
Techlge,-43.721985,-8.622063,Techlge,1
cenrlze,-0.5840319,-41.451046,cenrlze,1
cr-brwer,-13.938078,-23.64114,cr-brwer,4
Feu,-29.16445,-5.456302,Feu,2
ecg,42.36211,-4.671382,ecg,2
her,39.01161,-5.77984,her,2
ucg,27.32856,-14.188059,ucg,2
"unc,",-0.0828765,-41.76993,"unc,",1
flr,-12.138998,-17.629812,flr,4
elel,-11.074452,-17.125978,elel,4
funnl,18.433506,3.9119406,funnl,2
ggle,18.643549,-8.15639,ggle,2
nw,14.666485,-7.9682713,nw,2
geu,26.288065,-8.25795,geu,2
ffer,40.798824,-2.2451804,ffer,2
"Mc,",-42.85346,-29.446085,"Mc,",1
clc,20.727907,7.657116,clc,2
"run,",22.529675,-9.99413,"run,",2
prculrl,35.001297,0.3659387,prculrl,2
exc,51.19462,-2.4318678,exc,0
Whle,30.20946,18.745207,Whle,2
wp,20.8536,-11.657945,wp,3
lerl,45.88535,-8.929761,lerl,3
exul,-8.628509,2.3535073,exul,2
gvg,26.966915,-10.915168,gvg,3
eerg,44.17999,-17.12452,eerg,3
cpne,-2.9240918,-18.613373,cpne,1
El,-37.21403,-2.4337125,El,2
nrun,-41.657177,-11.652432,nrun,1
lbl,-5.624863,-16.062216,lbl,1
fu-feu,-21.591583,-13.407278,fu-feu,1
"elf,",3.423849,14.750034,"elf,",0
MP,-17.789915,4.0472336,MP,2
elrg,-5.6036296,-15.964823,elrg,1
Melg,-34.739826,-13.328539,Melg,1
Secu,-49.775166,-17.81872,Secu,1
xe,43.92554,7.8408046,xe,2
XP,-52.793,-8.960238,XP,1
enhncen,-28.101162,1.4839092,enhncen,2
Exple,30.488928,4.072005,Exple,2
Hgh,-46.19672,-9.867839,Hgh,1
"bl,",46.70809,-12.261426,"bl,",2
Per,19.268167,10.623664,Per,2
cler,48.62369,-2.4665701,cler,3
"nge,",-8.668734,-40.715336,"nge,",1
"(eg,",38.894726,4.2736225,"(eg,",3
plne,39.747337,-8.638292,plne,3
BlckBerr,-43.699814,-28.790878,BlckBerr,1
Del,-35.31063,-2.1548617,Del,1
TenFlw,-12.802035,0.02454126,TenFlw,2
gp,29.893332,0.03048092,gp,2
TCP,3.1356995,-14.877632,TCP,2
SMTP,1.0354611,-17.4936,SMTP,1
JUn,-14.606161,-14.11669,JUn,4
Fce,-36.516308,7.6793303,Fce,1
"cec,",29.239655,-7.7184424,"cec,",2
(Jv,-36.975048,-14.34833,(Jv,1
Unr,-35.917576,-11.260183,Unr,1
"fl,",16.233984,8.626144,"fl,",2
Pe,25.551216,12.446111,Pe,2
Hu,-51.71782,-4.0564265,Hu,1
OCl,-12.988125,7.125091,OCl,2
Lel,-30.640127,-7.397376,Lel,2
lux,10.931022,-5.1510434,lux,2
ervl,41.645485,-7.3353267,ervl,3
e',28.385994,4.8098235,e',2
``,45.582207,-4.553141,``,2
"eple,",31.071138,-10.869859,"eple,",2
vulze,32.89138,-6.547232,vulze,3
NuGe,-23.392426,-9.451708,NuGe,4
"ph,",32.170277,-6.966821,"ph,",3
"elec,",31.525248,-24.668303,"elec,",3
l),15.679155,10.433091,l),2
crpgrph,44.806683,0.5918212,crpgrph,2
ervg,-3.5248864,-11.9553995,ervg,2
Prx,-40.096233,-4.578458,Prx,1
lch,-24.457975,1.0138154,lch,2
nel®,-37.06679,-10.778911,nel®,1
eenl,-8.418713,-9.457474,eenl,2
cnecv,-34.489876,-22.81754,cnecv,1
vrulz,-40.07034,-30.64562,vrulz,1
lze,42.206444,-9.944773,lze,3
Puh,-47.34894,-22.248682,Puh,1
(en,42.41021,4.6788263,(en,2
"un,",31.530537,-8.157229,"un,",3
Funcl,-25.75488,-12.100402,Funcl,2
Rz,-30.735542,-10.488892,Rz,2
PROGRAMMNG,-29.929508,-48.28241,PROGRAMMNG,0
Mercurl,-0.80223316,-1.9712703,Mercurl,2
Selec,20.035124,-9.659785,Selec,2
Anr',-33.494167,1.0922967,Anr',2
"cpuer,",6.5521812,-46.41489,"cpuer,",1
Decrp,-32.477043,-13.550394,Decrp,2
"cce,",25.962618,-15.788652,"cce,",3
Cnv,-6.840462,-3.6254144,Cnv,2
rnpn,-0.12106561,-5.961745,rnpn,2
"DE,",-46.243813,5.013298,"DE,",1
"A,",1.2002285,-3.9599295,"A,",2
php,-6.81944,-7.137299,php,2
rcg,-8.434897,-9.426951,rcg,2
"nce,",31.935366,-4.8897433,"nce,",2
ANS,0.33030054,-30.163296,ANS,2
hppe,-44.11448,10.974235,hppe,1
"rchecu,",-33.488495,-29.918541,"rchecu,",2
ML,-31.591618,-8.6823435,ML,2
"Scl,",-27.419893,-13.900062,"Scl,",2
"ecur,",5.9850907,-11.883509,"ecur,",2
"ke,",32.66282,-8.733003,"ke,",3
"hg,",8.990341,0.13593873,"hg,",2
lrge-cle,-1.3909851,-12.049664,lrge-cle,1
fke,-14.747969,-10.586192,fke,2
clfc,43.111275,8.906188,clfc,2
Glbl,-33.566025,-4.9792333,Glbl,1
lener,32.52067,-15.1974125,lener,2
Slu,-44.2356,-9.661032,Slu,1
hlg,22.082851,15.94822,hlg,2
run-,40.53295,2.7493572,run-,2
guele,-1.4393301,3.8917668,guele,2
rgl,-12.027848,-1.0134455,rgl,2
Uu,38.22861,-0.70983875,Uu,2
XPh,50.04146,-8.104382,XPh,2
expernl,-16.834757,-16.62591,expernl,2
Ak,3.072695,14.013049,Ak,0
"lc,",27.13324,-13.941509,"lc,",3
Clenr,-23.78576,-3.025551,Clenr,2
Blen,44.473747,-2.900431,Blen,2
JDK,-28.675764,1.8332683,JDK,1
brp,-2.7610128,-4.7658577,brp,2
Srucu,-33.80428,-12.621929,Srucu,2
ercl,35.685646,4.0151157,ercl,2
SAS,-9.672159,10.648033,SAS,2
vOS,-46.715977,-29.434412,vOS,1
prvlege,24.498137,-15.3535795,prvlege,3
erler,-31.729025,4.9507947,erler,1
flh,8.827012,-8.203125,flh,2
XML-be,-32.24061,-13.260314,XML-be,2
Abrc,-29.26587,-5.8313723,Abrc,2
ccurnc,20.876114,4.6929445,ccurnc,2
WF,-12.178588,13.8812685,WF,1
eclpe,23.087637,6.265232,eclpe,0
gnfcn,41.570187,11.336937,gnfcn,2
bcke,-3.141164,-10.084909,bcke,2
"Mcr,",-44.585335,-4.176635,"Mcr,",1
explc,44.40111,-7.412824,explc,3
expn,37.087055,-11.404063,expn,2
epenenl,38.922207,-10.110176,epenenl,2
ervle,-18.037361,1.6555498,ervle,2
bck-en,-3.1485922,-16.064644,bck-en,1
Lc,-40.65509,-1.5141083,Lc,1
"pful,",-20.901361,-14.405101,"pful,",1
Jl,-14.919086,-2.464425,Jl,2
runner,13.142377,-13.257071,runner,2
Gew,-38.047585,-4.586712,Gew,1
hppg,2.3276224,-2.27869,hppg,2
HUAWE,-51.7617,-4.0376954,HUAWE,1
"grph,",33.22806,-11.584231,"grph,",2
"pecfc,",-18.121323,-1.6110188,"pecfc,",2
NHrne,-16.52099,2.0382779,NHrne,2
Cg,-32.125042,-8.251985,Cg,2
He,4.7449527,-5.000974,He,2
"cOS,",-46.403393,-29.431103,"cOS,",1
Servce),-49.75564,-14.703377,Servce),1
Jer,-16.65836,-1.6003661,Jer,2
WSO,-47.44411,-6.1949344,WSO,1
NVDA,-25.496464,-6.30703,NVDA,1
"-,",-42.338684,-8.035764,"-,",1
PP,-41.322643,13.081675,PP,1
brwg,14.460717,-11.057844,brwg,2
Trnf,-14.878996,-0.97155744,Trnf,2
crprce,-32.88612,-30.768562,crprce,1
feebck,11.612596,-8.76864,feebck,4
Crce,-49.052776,-11.840258,Crce,1
une,19.84497,-4.2461414,une,2
YAML,-9.1386385,-1.456425,YAML,2
cgnze,38.324898,2.8345857,cgnze,2
prlg,-25.664427,0.77877647,prlg,2
pcu,27.001484,-11.437963,pcu,3
Mnge,-47.06819,-8.807518,Mnge,1
"egr,",-6.141554,-16.134005,"egr,",1
"cex,",38.555973,-7.421262,"cex,",3
"prpe,",37.73739,12.029185,"prpe,",3
neJ,-39.58839,-13.563416,neJ,1
wner,26.656137,-11.364439,wner,3
effcenc,20.944427,4.090418,effcenc,2
exu,37.295845,-4.7154546,exu,2
LLVM,-0.90678614,-29.254791,LLVM,2
fnl,-11.12977,-11.979096,fnl,2
Rg,-35.953354,-3.0899816,Rg,1
nchrul,32.70613,-15.017944,nchrul,2
SPARQL,-24.70456,-14.676149,SPARQL,2
hhg,41.949577,-2.8370554,hhg,2
ubcrp,7.685301,-3.6271045,ubcrp,2
"prcee,",30.712128,-2.91156,"prcee,",2
njec,-36.81202,-17.059479,njec,1
Vec,-28.94115,-7.659469,Vec,2
rchecurl,-21.802874,0.49540162,rchecurl,1
"ecu,",-8.794634,-40.632584,"ecu,",1
ecul,-0.27966124,-41.46555,ecul,1
"uge,",0.31911948,13.530509,"uge,",2
enfce,38.593365,4.631784,enfce,3
"erc,",24.720524,-12.963119,"erc,",2
rrnge,38.05556,-20.888605,rrnge,3
Elxr,-16.528667,-7.496497,Elxr,2
Er,-3.6507242,13.386006,Er,2
WebGL,-4.919401,-3.691704,WebGL,2
gerc,42.402283,-4.9805865,gerc,2
ABOUT,-29.410164,-48.37128,ABOUT,0
Deb,-34.364124,-31.112782,Deb,1
AcRec,-17.81057,-4.6733065,AcRec,2
Fler,14.708468,10.210934,Fler,2
Lghgh,-21.984697,-14.675053,Lghgh,1
Jnur,-36.521023,-35.75958,Jnur,2
prpg,-13.279934,-9.663115,prpg,2
eerc,2.4280407,-28.87822,eerc,2
Z,-29.663748,6.3620095,Z,1
expec,28.901321,1.7225596,expec,2
fwr,31.367828,-5.5907383,fwr,2
feu-rch,-15.608468,-22.926004,feu-rch,4
BzTlk,-49.71389,-7.1830397,BzTlk,1
SMS,8.579177,-40.39567,SMS,2
(r,-30.338495,2.6773767,(r,2
Lk,-28.419521,9.2635975,Lk,2
feurg,-1.656979,-10.418175,feurg,2
Def,-32.44724,-13.78804,Def,2
"nx,",43.91179,3.129509,"nx,",2
Fl,-7.5267262,0.08250988,Fl,2
g),32.137486,20.92674,g),2
Org,-39.560066,-12.167202,Org,1
MD,16.553259,-2.4949045,MD,2
Bl,-14.272437,-7.0528445,Bl,2
DBMS,5.225573,7.418528,DBMS,2
OpenD,-39.24538,-3.4432595,OpenD,1
Blck,-47.15995,-10.801821,Blck,1
phe,30.780155,9.08668,phe,3
AcX,-43.59916,15.0352745,AcX,1
Techlg,-43.678715,-9.402655,Techlg,1
Mke,-22.416641,15.935061,Mke,2
Senc,-31.546965,-10.124451,Senc,1
wchOS,-46.70247,-29.350203,wchOS,1
erlze,0.4378582,-22.03407,erlze,2
"bg,",22.827578,-7.277708,"bg,",2
Nl,-35.34619,-11.140051,Nl,1
ngle,45.16553,-19.626396,ngle,3
Dec,-31.23148,-5.5648246,Dec,2
fegn,39.87561,-3.2486117,fegn,2
gepl,-3.4709408,-0.49391198,gepl,2
Mppg,-25.758585,-17.161732,Mppg,2
RPC,1.6163816,-15.975635,RPC,2
"ze,",29.537298,-5.9823494,"ze,",3
Vue,-14.024275,-16.847404,Vue,4
pll,41.125713,-9.221096,pll,2
Fc,-22.505161,1.9710313,Fc,2
EC,-41.987988,2.0644395,EC,1
Lgc,-33.849773,-8.58396,Lgc,1
clel,32.524284,20.761189,clel,2
JAR,15.696967,-19.413668,JAR,2
uhg,-9.660824,13.92859,uhg,4
XMPP,-20.436388,-8.746244,XMPP,2
"Lnguge,",-33.46819,-13.014863,"Lnguge,",2
"cp,",35.106274,-6.98041,"cp,",2
Sench,-19.563374,-22.736856,Sench,4
lpg,20.418486,-1.569001,lpg,2
"Al,",5.8636727,16.657318,"Al,",0
Decer,-36.197014,-36.31025,Decer,1
Accun,-40.44447,-2.0256042,Accun,1
cpurg,35.684093,-9.062521,cpurg,3
Chru,-19.235634,-19.067465,Chru,4
"PgSQL,",-59.728737,-7.7986956,"PgSQL,",1
cnl,31.68741,-0.033594266,cnl,2
nfe,11.780506,10.1268215,nfe,2
chenge,26.310377,4.5758867,chenge,2
flv,-8.710717,12.944456,flv,2
Prle,-41.738983,-4.995556,Prle,1
rnce,38.033348,-0.71099335,rnce,2
"cfgur,",1.0900087,13.807018,"cfgur,",2
"SQL,",-31.918854,11.370965,"SQL,",1
Plr,-3.1506608,-3.2542517,Plr,4
Gu,43.10832,8.905508,Gu,2
(h,20.557793,10.44994,(h,2
ebler,21.30777,9.250383,ebler,2
elf-ce,-11.883594,-4.4658003,elf-ce,2
culer,0.2024948,-8.132955,culer,2
eecg,27.186367,10.356353,eecg,2
WebDrr,-17.18716,-18.48598,WebDrr,4
lcu,24.679815,-16.687185,lcu,3
en-uer,11.170245,-3.3438013,en-uer,2
JPEG,16.607533,-2.1769636,JPEG,2
"fc,",-4.9846964,-11.762144,"fc,",2
Trnp,-49.85883,-17.797405,Trnp,1
CUDA,-25.310993,-6.3230762,CUDA,2
wker,5.909911,-13.498575,wker,2
Nr,-36.205524,-36.357124,Nr,1
rne,2.6017303,-6.3356595,rne,2
HP,-45.160076,-5.903243,HP,1
Thg,-39.202816,-27.361465,Thg,1
Fcebk',-16.27555,-16.555952,Fcebk',4
brker,-24.999865,18.226547,brker,2
Pu,-13.634551,-3.921264,Pu,2
fx,30.35185,4.80208,fx,2
funcle,-20.596792,-12.902209,funcle,1
"uc,",28.96012,-4.0539594,"uc,",2
"chrcer,",44.0407,-5.1119223,"chrcer,",3
erfcg,-19.577894,-5.8761725,erfcg,2
"cpu,",18.36862,2.5217302,"cpu,",2
"ger,",29.651972,-4.855453,"ger,",2
DcX,-45.775257,16.132202,DcX,1
OpenSck,-4.0100193,-18.148376,OpenSck,1
TCPP,2.271589,-14.00189,TCPP,2
TFS,-44.449238,9.16436,TFS,1
"bulg,",-2.224621,-7.028944,"bulg,",2
Une,-45.754654,-11.521354,Une,1
-pecfc,-16.28608,6.6913805,-pecfc,2
Cuu,-45.75319,-0.26738295,Cuu,1
Telerk,-8.803355,-19.245586,Telerk,4
Auc,-30.973383,-3.807087,Auc,2
eCrce,-28.13692,3.2972486,eCrce,1
expern,-5.3835597,-11.591861,expern,2
uer-efe,37.688545,16.493303,uer-efe,2
wer,39.54558,-4.582962,wer,2
Bh,-20.273623,-1.7861906,Bh,2
eleg,38.340218,-14.252787,eleg,3
Sgle,-35.72663,-2.6530523,Sgle,1
"E,",-43.340458,-15.617828,"E,",1
SrQu,-13.530568,-1.6788352,SrQu,2
Mlb,38.52772,15.489579,Mlb,2
[ph],13.835179,-28.531265,[ph],0
evl,20.449083,15.943756,evl,2
RC,-21.796274,18.304287,RC,1
Nvg,-34.53324,1.4462458,Nvg,1
elep,33.300854,-8.842158,elep,3
Flw,-36.20225,-2.5541835,Flw,1
hcle,26.963276,-2.4048336,hcle,2
grbge,42.39785,-0.08674706,grbge,2
Reerch,-43.819065,-10.650128,Reerch,1
echg,2.6264946,-28.6727,echg,2
"lu,",18.625492,1.3229029,"lu,",2
Lfer,-29.871073,4.620492,Lfer,1
BE,-29.559717,-47.65238,BE,0
wc,26.221668,-10.977054,wc,3
brnc,49.272865,-4.3482676,brnc,3
Spl,4.1072407,-3.6050076,Spl,2
pcker,17.477045,-10.888648,pcker,2
Yu',6.1468554,12.427029,Yu',2
blee,-0.92388296,53.235233,blee,2
Such,40.382942,-12.003147,Such,3
Grun,12.716566,-14.555711,Grun,2
nfrrucu,-46.659332,-9.4331,nfrrucu,1
Lw,-39.638653,-9.233146,Lw,1
lge,12.544543,9.618381,lge,2
grun,13.358048,-13.453695,grun,2
"Ggle,",-25.46027,9.183225,"Ggle,",1
Akk,-19.541954,-11.152883,Akk,2
pln,3.838874,21.616995,pln,2
Pp,-34.42976,3.7872727,Pp,1
curnc,35.593456,-7.0755243,curnc,2
"erch,",22.8346,-0.9505955,"erch,",2
f),34.4608,-2.3514261,f),2
SS,-44.274303,-5.3274918,SS,1
cceler,5.324267,-7.9745593,cceler,2
ql,5.59497,8.57564,ql,2
Slk,-10.4528475,6.724308,Slk,2
perprl,8.207506,-7.116885,perprl,2
cplce,17.921717,4.8991895,cplce,2
Lucene,-19.302237,-14.752506,Lucene,2
rp-,-15.483468,-4.6058617,rp-,2
bjec-,-26.56128,-17.098463,bjec-,2
OSX,-43.63039,-32.763958,OSX,1
Pern,-32.284836,-4.147209,Pern,1
PPl,-37.508537,-2.2969942,PPl,2
Mx,-21.936876,-1.1668683,Mx,2
lbx,-16.744934,-2.8369787,lbx,2
clen-err,-22.358358,-7.312376,clen-err,1
"HTTP,",1.6403935,-13.9270935,"HTTP,",1
Pruc,-44.5149,-6.893684,Pruc,1
e-l,4.5127087,-14.825004,e-l,2
plu,-5.3795996,-9.422477,plu,2
Ex,-14.47641,-11.171105,Ex,2
Ae,-37.09321,-8.811737,Ae,1
"prble,",45.383274,11.280204,"prble,",0
eugh,22.580109,22.090118,eugh,2
Wp,15.69879,-12.242859,Wp,2
Cpe,-21.386705,-0.8277385,Cpe,2
ggpl,12.267678,-17.936945,ggpl,2
cluerg,16.267,0.27756846,cluerg,2
lenc,13.17291,2.4526367,lenc,2
AR,-21.282028,-17.051893,AR,1
fencg,39.959274,16.23058,fencg,2
prceurl,1.2872486,-27.857098,prceurl,2
cble,-28.544008,25.049349,cble,2
-e,22.807657,1.8048868,-e,2
keepg,27.483982,-10.348103,keepg,2
Brwer,-35.478672,3.4512115,Brwer,1
bckwr,13.755862,12.747247,bckwr,2
zp,16.052649,-20.357075,zp,2
nvge,25.499176,-12.273742,nvge,3
e:,4.8397903,12.092398,e:,0
Rule,-32.207165,-9.882506,Rule,2
ul-plf,-16.506117,-11.371502,ul-plf,2
"Hke,",-27.594126,-13.402389,"Hke,",2
cege,33.54001,-5.1608977,cege,3
brwer-be,-10.761489,-16.878338,brwer-be,4
Cpue,-47.533024,-16.966404,Cpue,1
ennce,-23.414608,15.293382,ennce,1
ccebl,11.152708,-7.103558,ccebl,2
Elecrc,-42.09223,-2.577106,Elecrc,1
ccl,39.132175,11.333483,ccl,2
Wklgh,-48.17742,-13.217902,Wklgh,1
